Wavelength,Element,Spectrum
555.6312,C,I
555.63745,O,I
555.65471,O,I
555.65956,O,I
555.6809,C,III
555.6809,C,III
555.6809,C,III
555.733,O,I]
555.733,O,I]
555.733,O,I]
555.74,C,III
555.74,C,III
555.74,C,III
555.74,C,III
555.74,C,III
555.74,C,III
556.122,C,I]
556.125,O,I]
556.125,O,I]
556.125,O,I]
556.3239,C,II]
556.392,C,II
556.426,O,I]
556.426,O,I]
556.426,O,I]
556.4753,C,III
556.4753,C,III
556.5032,C,I
556.542,C,I
556.549,C,I
556.6608,C,II]
556.6633,C,I
556.67,C,III
556.67,C,III
556.67,C,III
556.67,C,III
556.67,C,III
556.67,C,III
556.720,O,I]
556.720,O,I]
556.720,O,I]
556.806,C,I]
556.9185,C,III
556.9740,C,II]
556.977,O,I]
556.977,O,I]
556.977,O,I]
557.03,O,I
557.083,O,I]
557.144,O,II
557.16,O,I
557.185,O,I]
557.23674,O,I]
557.2810,C,I]
557.3117,C,II]
557.329,O,I
557.329,O,I
557.336,O,V
557.414,O,I]
557.42,O,I
557.431,O,I
557.431,O,I
557.431,O,I
557.482,O,VIII
557.4941,C,II]
557.601,C,I
557.609,O,I
557.609,O,I
557.626,C,I
557.626,C,I]
557.864,C,II
557.88874,[O,I]
557.9395,C,I]
558.167,O,V
558.19872,O,I]
558.21614,O,I]
558.22676,O,I]
558.22676,O,I]
558.22923,O,I]
558.232,O,II
558.3,O,VI
558.3,O,VI
558.462,O,II
558.4767,O,II
558.478,O,V
558.499,C,I
558.551,C,I]
558.562,C,II
558.577,C,I
558.72,O,IV]
558.7216,C,II]
558.72967,O,II]
558.8131,C,I]
558.882,C,I
558.916,C,I
558.928,C,I
558.932,O,II
558.9802,C,I]
558.995,O,I]
558.9984,O,III]
559.098,O,I]
559.217,O,I
559.217,O,I
559.230,O,II
559.320,O,I
559.320,O,I
559.320,O,I
559.3217,O,III]
559.3551,O,III]
559.3805,O,III
559.400,O,II
559.499,O,I
559.499,O,I
559.5320,C,II]
559.5639,C,I]
559.620,O,I]
559.7055,C,II]
559.804,O,II
559.82,O,V
559.8853,C,I]
559.945,O,V
559.9527,O,III]
559.965,O,I]
559.9690,C,II]
560.06307,O,I]
560.06307,O,I]
560.06307,O,I]
560.06555,O,I]
560.06555,O,I]
560.2034,O,III]
560.263,O,I]
560.263,O,I]
560.263,O,I]
560.317,O,II
560.3352,C,II]
560.377,O,II]
560.382,O,II
560.429,C,I
560.463,C,I
560.46840,O,II]
560.5092,C,II]
560.5284,C,I
560.5617,O,III]
560.582,O,V
560.634,O,I]
560.726,O,I
560.726,O,I
560.738,O,I]
560.790,O,II
560.829,O,I
560.829,O,I
560.829,O,I
560.897,O,V
560.944,C,I]
561.009,O,I
561.009,O,I
561.11710,O,I]
561.22625,O,I]
561.22744,O,I]
561.246,C,I
561.2630,O,II
561.336,C,I]
561.4120,C,I]
561.50277,O,II]
561.590,C,I
561.6365,C,I
561.637,C,I
561.64,O,V
561.8028,C,I]
561.8037,C,I
561.838,O,I
561.878,C,I]
561.883,C,I
561.8975,C,I]
561.941,O,I
561.943,O,I]
561.999,O,I
562.030,O,I]
562.103,O,I
562.104,O,I]
562.134,O,I
562.134,O,I]
562.279,C,I
562.283,O,I
562.284,C,I
562.2890,C,I]
562.315,O,I
562.326,C,I
562.326,C,I]
562.4117,O,III]
562.4499,C,I]
562.50,O,I
562.50,O,I
562.5006,C,I
562.530,C,I
562.67,C,III
562.67,C,III
562.67,C,III
562.67,C,III
562.67,C,III
562.67,C,III
562.67,C,III
562.702,O,I]
562.7361,C,I]
562.810,O,II
562.9372,C,I]
563.01586,O,I]
563.113,O,I
563.113,O,I
563.116,O,I]
563.126,C,I
563.1493,C,I
563.17062,O,I]
563.19,O,I
563.217,O,I
563.217,O,I
563.217,O,I
563.220,O,I]
563.2321,C,I]
563.25040,O,I]
563.256,O,I]
563.256,O,I]
563.256,O,I]
563.399,O,I
563.399,O,I
563.720,C,I
563.780,C,I]
563.8,O,VII
563.9236,C,I
564.011,O,I
564.011,O,I
564.037,O,I]
564.08843,O,I]
564.114,C,I
564.11478,O,I]
564.116,O,I
564.116,O,I
564.116,O,I
564.142,O,I]
564.2115,C,II
564.27014,O,I]
564.298,O,I
564.298,O,I
564.3178,C,I
564.376,C,I]
564.40505,O,II]
564.4067,C,II]
564.4386,C,I
564.443,O,II]
564.493,C,I]
564.5201,C,II]
564.602,C,I
564.666,C,I
564.73,C,III
564.73,C,III
564.73,C,III
564.73,C,III
564.73,C,III
564.73,C,III
564.73,C,III
564.767,C,I
564.888,O,I]
564.897,O,I
564.897,O,I
564.90,C,III
564.90,C,III
564.90,C,III
564.90,C,III
564.90,C,III
564.90,C,III
564.90,C,III
564.9638,C,II
564.9708,C,I
564.993,O,I]
565.002,O,I
565.002,O,I
565.002,O,I
565.0413,C,II]
565.07,C,III
565.07,C,III
565.07,C,III
565.07,C,III
565.07,C,III
565.07,C,III
565.076,C,I]
565.1189,C,II]
565.147,C,I]
565.15,C,III
565.15,C,III
565.15,C,III
565.15,C,III
565.15,C,III
565.15,C,III
565.15,C,III
565.18,C,III
565.18,C,III
565.18,C,III
565.18,C,III
565.18,C,III
565.18,C,III
565.18,C,III
565.185,O,I
565.185,O,I
565.3148,C,I]
565.5191,C,I]
565.525,O,II
565.574,O,I]
565.574,O,I
565.574,O,I
565.58,C,II
565.60,C,II
565.60,C,II
565.6128,C,I]
565.6413,C,II]
565.6480,C,I]
565.680,O,I]
565.680,O,I
565.680,O,I
565.680,O,I
565.70,O,IV]
565.71287,O,I]
565.71312,O,I]
565.71332,O,I]
565.81,O,I
565.863,O,I
565.863,O,I
565.86937,O,I]
565.86957,O,I]
565.86966,O,I]
565.94950,O,I]
565.94966,O,I]
565.94992,O,I]
565.967,O,I
565.967,O,I
565.967,O,I
565.9700,C,I]
565.977,O,II
566.0325,C,I]
566.050,O,II]
566.12,C,III
566.12,C,III
566.12,C,III
566.12,C,III
566.12,C,III
566.12,C,III
566.12,C,III
566.123,O,I
566.123,O,I
566.1508,C,I]
566.1594,C,II
566.17934,O,II]
566.1822,C,II
566.199,O,I]
566.199,O,I
566.199,O,I
566.204,O,I
566.204,O,I
566.304,O,I]
566.304,O,I
566.304,O,I
566.304,O,I
566.3232,C,II
566.3460,C,II
566.4031,C,II
566.444,O,I]
566.488,O,I
566.488,O,I
566.5604,C,I]
566.589,C,I]
566.68,C,II
566.70,C,II
566.70,C,II
566.711,C,I]
566.723,O,II
566.767,O,I]
566.767,O,I
566.767,O,I
566.819,O,I]
566.873,O,I]
566.873,O,I
566.873,O,I
566.873,O,I
566.92,O,I
566.931,C,I
567.0516,C,I
567.057,O,I
567.057,O,I
567.080,O,I]
567.087,O,I]
567.087,O,I]
567.207,O,I]
567.207,O,I
567.207,O,I
567.313,O,I]
567.313,O,I
567.313,O,I
567.313,O,I
567.428,O,II
567.497,O,I
567.497,O,I
567.512,C,I
567.538,C,I
567.570,C,I
567.597,O,I]
567.597,O,I
567.597,O,I
567.703,O,I]
567.703,O,I
567.703,O,I
567.703,O,I
567.7054,C,II]
567.726,O,II]
567.887,O,I
567.887,O,I
567.90,C,II
567.92,C,II
567.92,C,II
567.975,C,I
567.99,O,I]
568.006,O,I]
568.006,O,I
568.006,O,I
568.112,O,I]
568.112,O,I
568.112,O,I
568.112,O,I
568.1492,C,II]
568.15,O,I]
568.166,C,I
568.21707,O,I]
568.297,O,I
568.297,O,I
568.319,O,I]
568.319,O,I
568.319,O,I
568.40,O,IV]
568.40,O,IV]
568.426,O,I]
568.426,O,I
568.426,O,I
568.426,O,I
568.572,O,I
568.572,O,I
568.572,O,I
568.611,O,I
568.611,O,I
568.626,O,I]
568.626,O,I
568.626,O,I
568.634,O,II
568.654,O,I
568.654,O,I
568.654,O,I
568.654,O,I
568.654,O,I
568.66,C,III
568.66,C,III
568.66,C,III
568.66,C,III
568.66,C,III
568.66,C,III
568.66,C,III
568.71,O,I]
568.733,O,I]
568.733,O,I
568.733,O,I
568.733,O,I
568.80,O,I]
568.812,O,I
568.812,O,I
568.812,O,I
568.812,O,I
568.812,O,I
568.895,O,I]
568.895,O,I
568.895,O,I
568.918,O,I
568.918,O,I
568.95,O,I]
569.001,O,I]
569.001,O,I
569.001,O,I
569.001,O,I
569.187,O,I
569.187,O,I
569.24654,O,I]
569.25185,O,I]
569.28,C,II
569.29,C,II
569.29,C,II
569.304,O,II
569.41,O,I
569.466,O,II]
569.4689,C,I
569.537,O,VIII
569.538,C,I]
569.550,O,II]
569.553,C,VI
569.57,C,IV
569.57,C,IV
569.5873,C,II
569.642,C,I]
569.644,O,II]
569.716,O,II]
569.717,O,I]
569.7496,C,III
569.764,O,I]
569.764,O,I]
569.765,O,I]
569.83,C,III
569.83,C,III
569.83,C,III
569.83,C,III
569.83,C,III
569.83,C,III
569.83,C,III
570.07281,O,I]
570.07281,O,I]
570.07281,O,I]
570.07414,O,I]
570.07414,O,I]
570.07414,O,I]
570.2688,C,II
570.2776,C,II
570.32003,O,I]
570.32003,O,I]
570.32003,O,I]
570.32137,O,I]
570.32137,O,I]
570.3514,C,I]
570.44,O,IV]
570.44,O,IV]
570.44,O,IV]
570.7945,O,III]
570.81,C,II
570.83,C,II
570.83,C,II
570.9607,C,II
570.9868,C,II]
570.9956,C,I]
571.132,C,I
571.1378,C,II]
571.1378,C,II]
571.15618,O,I]
571.16153,O,I]
571.17004,O,I]
571.211,C,I
571.2203,O,III]
571.2265,C,I]
571.243,C,I
571.25,C,III
571.25,C,III
571.25,C,III
571.25,C,III
571.25,C,III
571.25,C,III
571.25,C,III
571.353,O,II]
571.35949,O,I]
571.4096,C,II
571.4687,C,II]
571.5073,C,II
571.79,O,I]
571.79,O,I]
571.79,O,I]
571.7922,C,II]
571.8311,C,II]
571.8452,C,II]
571.899,O,II]
571.9571,C,II
572.120,O,I]
572.120,O,I]
572.122,O,I
572.23,C,III
572.23598,O,I
572.2362,C,I]
572.24,C,III
572.24,C,III
572.26,C,III
572.26,C,III
572.26,C,III
572.29126,O,I]
572.29126,O,I]
572.29126,O,I]
572.29260,O,I]
572.29260,O,I]
572.327,O,I]
572.327,O,I]
572.327,O,I]
572.328,O,I
572.328,O,I
572.36,C,IV
572.36,C,IV
572.36,C,IV
572.413,O,II]
572.4787,O,III]
572.48305,O,I]
572.48305,O,I]
572.48305,O,I]
572.48440,O,I
572.48440,O,I
572.48440,O,I
572.498,O,II]
572.55,C,II
572.5537,C,I]
572.5622,C,II]
572.57,C,II
572.57,C,II
572.674,O,I]
572.674,O,I]
572.674,O,I]
572.675,O,I
572.675,O,I
572.675,O,I
572.6947,C,I]
572.77,O,IV
572.8013,O,II]
572.804,O,II]
572.82246,O,I]
572.90,O,IV
572.90313,O,I]
572.90313,O,I]
572.90447,O,I
572.95131,O,I]
572.95131,O,I]
572.95131,O,I]
572.95266,O,I
572.95266,O,I
573.0886,O,III]
573.182,O,II]
573.2666,O,III]
573.277,C,I]
573.28007,O,I
573.28007,O,I
573.28007,O,I
573.36,C,III
573.36,C,III
573.36,C,III
573.36,C,III
573.36,C,III
573.36,C,III
573.36,C,III
573.366,C,I]
573.42876,O,I]
573.42876,O,I]
573.42876,O,I]
573.43010,O,I
573.43010,O,I
573.4675,O,III]
573.53,O,IV
573.58,C,III
573.58,C,III
573.58,C,III
573.58,C,III
573.58,C,III
573.58,C,III
573.58,C,III
573.59627,O,I]
573.59627,O,I]
573.59627,O,I]
573.59762,O,I
573.59762,O,I
573.59762,O,I
573.6112,O,III]
573.75,C,III
573.75,C,III
573.75,C,III
573.75,C,III
573.75,C,III
573.75,C,III
573.77459,O,I]
573.77459,O,I]
573.77459,O,I]
573.77594,O,I
573.77594,O,I
573.7989,O,III]
573.81,C,III
573.81,C,III
573.81,C,III
573.81,C,III
573.81,C,III
573.81,C,III
573.81,C,III
573.84,C,III
573.84,C,III
573.84,C,III
573.84,C,III
573.84,C,III
573.84,C,III
573.84,C,III
573.8430,O,III]
573.846,O,II]
573.9869,O,III]
574.011,O,II]
574.2651,C,II]
574.4720,O,III]
574.52,C,II
574.54,C,II
574.54,C,II
574.59,C,IV
574.59,C,IV
574.643,C,I]
574.6869,O,II]
574.892,O,II
575.21692,O,I
575.21692,O,I
575.463,C,I]
575.552,O,II
575.649,O,IV
575.676,O,I]
575.764,O,III]
575.838,O,I]
575.898,C,I
575.921,O,I]
575.971,C,III
576.000,C,II
576.018,C,I
576.112,O,III]
576.150,C,I]
576.167,C,I]
576.1691,O,I]
576.1691,O,I]
576.1691,O,I]
576.1717,O,I]
576.1717,O,I]
576.172,C,I]
576.261,O,II
576.29,C,II]
576.3,O,IV
576.482,O,I]
576.518,O,III]
576.623,C,II]
576.644,O,I]
576.697,C,II
576.705,O,II
576.77,C,II
576.79,C,II
576.79,C,II
576.9,O,VII
576.9,O,VII
576.9,O,VII
576.9,O,VII
576.9,O,VII
576.9,O,VII
576.985,C,II]
577.019,C,II
577.072,C,I
577.074,O,IV
577.19,O,III]
577.190,O,II]
577.277,O,II]
577.314,O,II]
577.326,C,III
577.577,C,II
577.6120,O,I]
577.6120,O,I]
577.6120,O,I]
577.766,C,II
577.7749,O,I]
577.7749,O,I]
577.7749,O,I]
577.779,C,II
577.828,O,I
577.828,O,I
577.828,O,I
577.8589,O,I]
577.8589,O,I]
577.8589,O,I]
577.88,C,IV
577.88,C,IV
577.88,C,IV
577.991,O,I
577.991,O,I
578.070,C,II]
578.075,O,I
578.075,O,I
578.11,C,IV
578.11,C,IV
578.11,C,IV
578.182,C,I]
578.232,C,I
578.233,C,I]
578.278,C,II
578.30,O,I
578.325,C,II
578.368,C,II]
578.44,C,IV
578.44,C,IV
578.44,C,IV
578.468,C,II
578.48,C,IV
578.48,C,IV
578.48,C,IV
578.48,C,IV
578.48,C,IV
578.48,C,IV
578.486,C,I]
578.488,C,II]
578.49,C,IV
578.49,C,IV
578.49,C,IV
578.50,C,IV
578.50,C,IV
578.50,C,IV
578.53,C,IV
578.53,C,IV
578.53,C,IV
578.53,C,IV
578.53,C,IV
578.53,C,IV
578.53,C,IV
578.53,C,IV
578.53,C,IV
578.53,C,IV
578.53,C,IV
578.53,C,IV
578.563,C,I
578.647,C,I
578.651,O,II]
578.69,C,IV
578.69,C,IV
578.69,C,IV
578.852,O,I]
578.852,O,I]
578.852,O,I]
578.852,O,I]
578.852,O,I]
578.901,C,I]
578.94,O,I
578.975,C,I
579.0,O,IV
579.014,C,II]
579.034,C,II]
579.045,C,II]
579.178,C,II]
579.290,C,I]
579.330,C,II
579.333,C,I
579.36,C,II
579.38,C,II
579.38,C,II
579.444,C,II
579.459,C,II]
579.473,C,I
579.479,C,II]
579.49,C,II
579.518,O,VIII
579.571,C,I
579.588,C,I]
579.60,O,IV]
579.604,C,II
579.608,C,I
579.628,C,II
579.662,C,I
579.69,O,IV]
579.706,C,I]
579.860,O,III]
579.87,O,III]
579.883,O,II]
579.95,C,II
580.019,O,II]
580.051,C,I
580.059,C,I]
580.077,O,III]
580.157,C,II]
580.184,C,I
580.221,C,I
580.295,C,IV
580.298,C,II
580.303,O,II]
580.354,C,I]
580.396,C,I]
580.46,O,III]
580.46,O,III]
580.608,C,II
580.64,C,II
580.672,C,I
580.681,C,I
580.69,C,II
580.69,C,II
580.69,C,II
580.725,C,I]
580.741,C,I
580.742,C,I
580.7479,O,II]
580.798,C,I]
580.820,C,VI
581.052,C,I]
581.055,O,II]
581.055,O,II]
581.186,O,II
581.190,C,I
581.28,C,III
581.280,C,II
581.358,C,IV
581.396,C,I]
581.433,C,I
581.466,C,I]
581.49,O,VII
581.49,O,VII
581.49,O,VII
581.5,C,III
581.5,C,III
581.5,C,III
581.5,C,III
581.5,C,III
581.5,C,III
581.5,C,III
581.512,C,I
581.608,C,I
581.635,C,I]
581.64,C,III
581.64,C,III
581.64,C,III
581.64,C,III
581.64,C,III
581.64,C,III
581.64,C,III
581.750,C,I]
581.85,C,II
581.85,C,II
581.85,C,II
581.869,O,II]
581.879,O,II]
581.931,C,I
581.993,C,II
582.022,O,III]
582.097,C,I]
582.111,C,I
582.191,C,I]
582.191,O,IV]
582.215,O,II]
582.302,C,I
582.305,C,I]
582.324,C,I
582.337,C,I]
582.36,C,II
582.38,C,II
582.38,C,II
582.456,C,I
582.459,C,II
582.46,O,III]
582.46,O,III]
582.48,C,III
582.480,C,II
582.52,O,VII
582.5736,O,II]
582.591,C,I]
582.626,C,I
582.666,C,I]
582.678,C,I]
582.710,C,II]
582.767,C,I]
582.803,C,III
582.886,C,I]
582.947,C,II
583.008,C,I]
583.14,C,II
583.14,C,II
583.14,C,II
583.14,O,III]
583.228,C,I]
583.341,O,III]
583.38,C,II
583.463,[O,III]
583.48,C,III
583.5,O,IV
583.500,O,III]
583.54,C,II
583.55,C,II
583.55,C,II]
583.644,C,I]
583.67,C,II]
583.670,C,II
583.7615,O,II]
583.785,O,IV]
583.798,C,II
583.83,C,III
583.83,C,III
583.83,C,III
583.83,C,III
583.83,C,III
583.83,C,III
583.83,C,III
583.84,C,II
583.843,O,V
583.9005,O,II]
583.933,C,I]
584.01,C,II
584.01,C,II]
584.074,O,II]
584.08,C,III
584.08,C,III
584.08,C,III
584.08,C,III
584.08,C,III
584.08,C,III
584.08,C,III
584.0980,O,II]
584.203,C,II
584.231,C,III
584.24,C,II
584.242,O,IV
584.26,C,III
584.26,C,III
584.26,C,III
584.26,C,III
584.26,C,III
584.26,C,III
584.267,C,III
584.28,C,III
584.28,C,III
584.28,C,III
584.28,C,III
584.28,C,III
584.28,C,III
584.28,C,III
584.28,O,I
584.294,C,III
584.32,C,III
584.32,C,III
584.32,C,III
584.32,C,III
584.32,C,III
584.32,C,III
584.32,C,III
584.343,C,I]
584.38,C,II]
584.524,C,II
584.540,C,II]
584.55,C,II
584.58,C,II
584.58,C,II
584.58,C,II
584.604,O,II]
584.615,C,I]
584.632,O,I]
584.632,O,I]
584.66,C,II
584.66,C,II
584.66,C,II
584.69,C,II
584.69,C,II
584.69,C,II
584.694,C,I
584.72,C,II]
584.758,O,IV]
584.772,C,I]
584.775,O,II]
584.785,O,II]
584.797,C,I
584.83,O,III]
585.0,O,IV
585.186,C,I
585.198,C,II
585.24,C,II
585.267,C,I]
585.324,C,II]
585.348,C,II]
585.37,C,II]
585.460,C,I]
585.570,O,I]
585.7108,O,I]
585.737,O,I]
585.769,C,II
585.786,C,I]
585.795,O,II]
585.8298,O,I]
585.84,C,II
585.84,C,II
585.84,C,II
585.85,C,II
585.87,C,II
585.87,C,II
585.87,C,II
585.87,C,II
585.87,C,II
585.9448,O,II]
585.996,C,III
586.07,O,V
586.07,O,V
586.085,O,III]
586.15,C,IV
586.15,C,IV
586.15,C,IV
586.20,C,II
586.20,C,II
586.20,C,II
586.28,C,IV
586.28,C,IV
586.292,O,III]
586.311,C,I]
586.338,O,III]
586.347,C,VI
586.4635,O,I]
586.4635,O,I]
586.4635,O,I]
586.488,C,III
586.488,O,III]
586.497,C,I]
586.621,O,I
586.621,O,I
586.621,O,I
586.6314,O,I]
586.6314,O,I]
586.6314,O,I]
586.65,C,IV
586.65,C,IV
586.65,C,IV
586.659,C,I]
586.692,O,III]
586.71,C,IV
586.71,C,IV
586.71,C,IV
586.7180,O,I]
586.7180,O,I]
586.7180,O,I]
586.74,C,IV
586.74,C,IV
586.74,C,IV
586.75,C,IV
586.75,C,IV
586.75,C,IV
586.75,C,IV
586.75,C,IV
586.75,C,IV
586.75,C,IV
586.75,C,IV
586.75,C,IV
586.75,C,IV
586.75,C,IV
586.75,C,IV
586.750,C,I]
586.76,C,IV
586.76,C,IV
586.76,C,IV
586.789,O,I
586.789,O,I
586.79,C,IV
586.79,C,IV
586.79,C,IV
586.793,O,II]
586.85,O,III]
586.85,O,III]
586.85,O,III]
586.869,C,II]
586.875,O,I
586.875,O,I
586.893,C,II]
587.00,O,III]
587.00,O,III]
587.023,C,I]
587.05,O,III]
587.073,O,II]
587.073,O,II]
587.14,C,II
587.14,C,II
587.14,C,II
587.140,C,I]
587.18,C,II
587.18,C,II
587.18,C,II
587.21,O,III]
587.21,O,III]
587.229,C,I]
587.331,C,III
587.37,O,I
587.373,C,III
587.464,C,I]
587.4912,O,I]
587.591,C,I]
587.897,C,I
587.9161,O,I]
587.9218,O,I]
587.9308,O,I]
588.01,O,IV]
588.03,C,II
588.03,C,II
588.03,C,II
588.071,O,III]
588.11,O,IV]
588.118,C,II
588.219,C,III
588.258,O,I]
588.258,O,I]
588.260,O,I
588.27,O,I
588.28,C,IV
588.28,C,IV
588.28,C,IV
588.30,C,IV
588.30,C,IV
588.34,C,IV
588.34,C,IV
588.34,C,IV
588.394,O,I]
588.4,O,IV
588.528,O,I]
588.528,O,I]
588.528,O,I]
588.530,O,I
588.530,O,I
588.535,C,I]
588.550,O,I]
588.60,C,II
588.60,C,II
588.60,C,II
588.64,C,II
588.64,C,II
588.64,C,II
588.73,C,II
588.74,O,IV]
588.768,C,II
588.9491,O,I]
588.991,O,I]
588.996,O,I]
588.996,O,I]
588.996,O,I]
588.998,O,I
588.998,O,I
588.998,O,I
589.091,C,II
589.115,C,I
589.141,C,II
589.323,C,II
589.365,C,I
589.4,O,IV
589.45,O,I]
589.475,C,I]
589.483,O,II]
589.570,C,III
589.608,C,III
589.62,O,I]
589.63,O,I
589.691,C,III
589.77,O,I
589.807,C,III
589.870,O,II]
589.911,O,III]
589.97,C,II
589.99,C,II
589.99,C,II
590.02,O,III]
590.082,O,I]
590.10,C,II
590.10,C,II
590.10,C,II
590.152,O,II]
590.19,C,II
590.24,C,II
590.24,C,II
590.24,C,II
590.29,C,II
590.29,C,II
590.29,C,II
590.39,O,I
590.394,O,III]
590.468,O,I]
590.468,O,I]
590.468,O,I]
590.5,O,IV]
590.672,O,II]
590.851,C,I
590.885,C,II
590.961,O,I]
590.961,O,I]
590.98,O,IV]
591.08,C,IV
591.08,C,IV
591.149,O,II]
591.198,C,I
591.2,O,IV]
591.307,C,I]
591.422,C,I
591.570,C,I
591.62,O,V
591.62,O,V
591.62,O,V
591.628,C,II
591.710,C,I]
591.726,C,I]
592.0483,O,II]
592.062,O,II]
592.073,C,I]
592.09,C,II
592.09,C,II
592.09,C,II
592.110,C,II
592.15,C,II
592.15,C,II
592.15,C,II
592.2195,O,I]
592.2195,O,I]
592.224,O,II]
592.300,O,II]
592.310,O,II]
592.409,O,III]
592.47,C,II
592.47,C,II
592.47,C,II
592.530,O,I]
592.554,O,III]
592.592,O,I
592.62,O,IV]
592.681,O,I
592.681,O,I
592.681,O,I
592.701,O,I]
592.72,O,IV]
592.852,O,I
592.852,O,I
593.272,O,I
593.272,O,I
593.272,O,I
593.290,C,II]
593.443,O,I
593.443,O,I
593.532,O,I
593.532,O,I
593.631,C,I]
593.775,C,II]
593.776,O,III]
593.785,C,I]
593.864,C,I]
593.941,C,I]
593.9458,O,II]
593.979,C,II]
594.047,C,I
594.148,O,II]
594.177,C,I
594.20,C,II
594.20,C,II
594.20,C,II
594.25,C,II
594.25,C,II
594.25,C,II
594.3475,O,I]
594.3712,O,I]
594.41,C,III
594.41,C,III
594.41,C,III
594.41,C,III
594.41,C,III
594.41,C,III
594.41,C,III
594.41,C,IV
594.41,C,IV
594.41,C,IV
594.465,C,II]
594.503,C,I
594.629,C,I
594.75,C,II]
594.76,C,IV
594.76,C,IV
594.76,C,IV
594.79,C,IV
594.79,C,IV
594.79,C,IV
594.80,C,IV
594.80,C,IV
594.80,C,IV
594.802,O,III
594.81,C,IV
594.81,C,IV
594.81,C,IV
594.82,C,IV
594.82,C,IV
594.82,C,IV
594.85,C,IV
594.85,C,IV
594.85,C,IV
594.85,C,IV
594.85,C,IV
594.85,C,IV
594.85,C,IV
594.85,C,IV
594.85,C,IV
594.85,C,IV
594.85,C,IV
594.85,C,IV
594.86,C,II
594.88,C,II
594.88,C,II
594.926,C,I
595.12,C,IV
595.12,C,IV
595.12,C,IV
595.170,C,I]
595.19,C,II
595.19,C,II
595.19,C,II
595.217,C,II]
595.378,C,I
595.40,O,IV
595.40,O,IV
595.455,O,II]
595.6,O,IV]
595.60,O,I
595.642,O,II]
595.653,O,II]
595.921,C,I]
595.9437,O,I]
596.00,C,III
596.0036,O,I
596.0036,O,I
596.02,C,III
596.02,C,III
596.0235,O,I
596.0235,O,I
596.0235,O,I
596.0291,O,I
596.06,C,III
596.06,C,III
596.06,C,III
596.1,O,IV]
596.1274,O,I]
596.2,O,IV]
596.245,C,III]
596.27,O,VII
596.43,C,II]
596.4610,O,I]
596.564,C,I
596.60,C,II
596.60,C,II
596.60,C,II
596.66,C,II
596.66,C,II
596.66,C,II
596.69,C,III
596.69,C,III
596.69,C,III
596.69,C,III
596.69,C,III
596.69,C,III
596.69,C,III
596.691,O,I]
596.7061,O,II]
596.710,C,III]
596.8417,O,I]
596.8421,O,I]
596.8431,O,I]
596.8621,O,I]
596.8630,O,I]
596.8642,O,I]
596.8677,O,I]
597.00,C,III
597.00,C,III
597.00,C,III
597.00,C,III
597.00,C,III
597.00,C,III
597.00,C,III
597.097,O,I]
597.097,C,I
597.16,C,III
597.16,C,III
597.16,C,III
597.16,C,III
597.16,C,III
597.16,C,III
597.16,C,III
597.19,C,III
597.19,C,III
597.19,C,III
597.19,C,III
597.19,C,III
597.19,C,III
597.22,C,III
597.22,C,III
597.22,C,III
597.22,C,III
597.22,C,III
597.22,C,III
597.22,C,III
597.241,C,I
597.310,O,III
597.330,O,I]
597.330,O,I]
597.330,O,I]
597.350,C,II]
597.350,C,II]
597.400,C,II]
597.418,O,I]
597.424,C,I]
597.429,C,II
597.6701,O,I]
597.6701,O,I]
597.6701,O,I]
597.6703,O,I]
597.6703,O,I]
597.6703,O,I]
597.773,C,II]
597.825,C,II
597.833,C,I]
597.840,O,I]
597.897,C,II]
597.9418,O,I]
597.9418,O,I]
597.9418,O,I]
597.9421,O,I]
597.9421,O,I]
598.014,O,I]
598.133,O,III
598.187,C,II]
598.287,C,II]
598.288,C,I
598.2971,O,II]
598.34,C,II
598.34,C,II
598.34,C,II
598.348,C,II]
598.348,C,II]
598.393,C,I
598.4,O,IV]
598.433,C,I
598.459,O,I
598.459,O,I
598.459,O,I
598.583,C,II]
598.591,C,I]
598.617,C,I]
598.623,O,II]
598.623,O,II]
598.634,O,I
598.634,O,I
598.680,O,VIII
598.724,O,I
598.724,O,I
598.793,C,II]
598.806,C,I
598.9,O,IV]
598.9,O,IV]
598.989,O,III
599.024,O,III
599.06,O,III]
599.06,O,III]
599.061,C,II]
599.064,C,II]
599.066,C,I
599.105,C,I
599.183,C,II]
599.264,C,I
599.2964,O,I
599.3576,O,I
599.36,C,II
599.36,C,II
599.36,C,II
599.381,C,II]
599.43,C,II
599.43,C,II
599.43,C,II
599.439,C,II]
599.44,C,II]
599.4821,O,I
599.516,C,I
599.56,O,I]
599.56,O,I]
599.56,O,I]
599.566,C,I
599.6935,O,I
599.6949,O,I
599.75,C,II]
599.771,C,I
599.779,C,II]
599.8196,O,I
599.921,O,I]
599.921,O,I]
599.921,O,I
599.975,C,II]
599.99,O,V
600.,O,VI
600.,O,VI
600.,O,VI
600.100,C,II]
600.1090,O,I]
600.1090,O,I]
600.1090,O,I]
600.1092,O,I]
600.1092,O,I]
600.148,O,I]
600.148,O,I]
600.148,O,I]
600.148,O,I
600.148,O,I
600.15,C,II]
600.2349,O,II]
600.278,C,I
600.3199,O,I]
600.3199,O,I]
600.3199,O,I]
600.3201,O,I
600.3201,O,I
600.3201,O,I
600.361,C,II]
600.465,C,I
600.508,O,I]
600.514,O,I]
600.530,O,I]
600.530,O,I]
600.530,O,I]
600.530,O,I
600.530,O,I
600.530,O,I
600.534,C,I
600.6931,O,I]
600.75,C,II
600.768,C,I
600.77,C,II
600.77,C,II
