Wavelength,Element,Spectrum
456.366,O,I
456.366,O,I
456.38,O,I]
456.4,O,VI
456.434,O,I
456.434,O,I
456.434,O,I
456.434,O,I
456.434,O,I
456.4457,O,II
456.467,O,III
456.474,O,III
456.49117,O,I]
456.49173,O,I]
456.49200,O,I]
456.4945,C,II
456.50,O,I
456.50,O,I
456.524,O,III
456.55905,O,I]
456.55971,O,I]
456.56028,O,I]
456.561,O,I]
456.5887,C,II
456.626,O,III
456.6402,C,I]
456.67789,O,I]
456.67837,O,I]
456.67904,O,I]
456.80,C,V
456.80,C,V
456.80,C,V
456.894,O,I]
456.902,O,III
456.971,C,III
456.98346,O,I
456.98346,O,I
457.02,O,IV
457.035,O,I]
457.035,O,I]
457.05,O,I]
457.05216,O,I
457.05216,O,I
457.05216,O,I
457.0541,O,III
457.11,O,I]
457.112,O,I
457.17174,O,I
457.17174,O,I
457.172,O,IV
457.172,O,IV
457.172,O,IV
457.213,O,I]
457.213,O,I]
457.213,O,I]
457.213,O,I]
457.213,O,I]
457.22,O,IV
457.232,O,I
457.232,O,I
457.255,O,I]
457.27,O,IV
457.300,O,I
457.300,O,I
457.300,O,I
457.426,O,III
457.4287,O,II]
457.5158,O,II]
457.533,O,I]
457.646,O,I]
457.646,O,I]
457.65,O,I]
457.6512,O,II
457.653,O,IV
457.653,O,IV
457.688,O,I]
457.688,O,I]
457.688,O,I]
457.736,O,I]
457.736,O,I]
457.736,O,I]
457.761,O,III
457.766,O,I]
457.766,O,I]
457.77,O,IV]
457.7817,O,I
457.7817,O,I
457.7817,O,I
457.80,O,I]
457.80,O,I]
457.80297,O,I]
457.80331,O,I]
457.80358,O,I]
457.8241,O,I
457.8241,O,I
457.8241,O,I
457.899,O,I]
457.9011,O,I
457.9011,O,I
457.9011,O,I
457.92,O,I]
457.92,O,I]
457.980,O,I]
458.00,C,II
458.019,O,I]
458.10382,O,I]
458.10382,O,I]
458.10382,O,I]
458.143,O,I
458.207,O,IV
458.207,O,IV
458.289,O,I
458.289,O,I
458.36,O,IV]
458.40,O,I]
458.410,O,I
458.410,O,I
458.410,O,I
458.410,O,I]
458.42,O,IV]
458.47,C,II
458.4874,C,II
458.493,C,II]
458.493,C,II]
458.494,O,I]
458.4943,O,II]
458.536,O,I]
458.743,O,III
458.789,O,II]
458.843,C,II]
458.844,O,II]
458.9006,O,III
458.9575,C,II
458.9623,C,II]
458.971,O,I
459.005,O,I
459.01,C,II
459.01,C,II
459.026,O,III
459.048,O,I
459.118,O,I
459.12,O,IV]
459.125,O,I
459.20,C,II
459.220,C,II]
459.220,C,II]
459.2260,O,II
459.239,O,I
459.322,O,I]
459.3589,O,II
459.4258,C,II]
459.457,C,III
459.459,O,II]
459.460,C,III
459.460,C,III
459.58,O,I
459.58,O,I
459.6207,C,II]
459.629,O,I]
459.630,O,I]
459.688,C,I
459.693,C,II]
459.7245,O,II
459.73,O,IV]
459.7464,O,II
459.827,O,II]
459.8403,C,II
459.850,O,II]
459.905,O,II]
459.925,O,I]
459.989,O,III
459.995,O,I]
460.063,O,I]
460.063,O,I]
460.08,O,I
460.134,O,III
460.2087,O,II
460.2102,O,II
460.26,O,I
460.26,O,III
460.3104,C,II]
460.32,O,I
460.34183,O,II
460.345,O,I]
460.345,O,I]
460.345,O,I]
460.345,O,I]
460.345,O,I]
460.353,C,I
460.4518,O,II
460.48,O,I
460.5061,C,II]
460.516,O,I]
460.516,O,I]
460.516,O,I]
460.57,C,IV
460.57,C,IV
460.57,C,IV
460.585,C,III
460.585,C,III
460.588,C,II]
460.62,O,IV]
460.711,O,I]
460.714,C,VI
460.730,O,IV]
460.78,O,IV]
460.808,C,III
460.808,C,III
460.808,C,III
460.808,C,III
460.813,C,III
460.813,C,III
460.813,C,III
460.87,O,IV
460.87,O,IV
460.8876,O,II]
460.889,C,III
460.96,O,IV
460.96,O,IV
460.96207,O,I]
461.007,O,I]
461.007,O,I]
461.007,O,I]
461.0185,O,II]
461.07271,O,II
461.077,C,I
461.138,O,I]
461.14934,O,II
461.1899,O,III
461.21,O,IV]
461.23,O,IV]
461.23744,O,II
461.2874,O,II
461.2889,O,II
461.318,O,I]
461.38556,O,I]
461.42769,O,I]
461.436,O,IV]
461.44296,O,II
461.49735,O,II
461.54,O,IV
461.58,O,I
461.621,O,I
461.621,O,I
461.621,O,I
461.665,O,II]
461.682,O,I]
461.72,O,I]
461.73,O,I]
461.743,O,I
461.743,O,I
461.743,O,I
461.743,O,I
461.743,O,I
461.80,O,I]
461.814,O,I
461.814,O,I
461.814,O,I
461.814,O,I
461.814,O,I
461.83,O,IV]
461.84,O,I]
461.846,O,I
461.88,C,II
461.91,O,I]
461.915,O,I
461.916,O,I
461.920,O,I
461.975,C,I
461.9853,C,II
461.990,O,I
462.00,O,I]
462.00,O,I]
462.00,O,I]
462.00,O,I]
462.0367,O,II]
462.0543,C,II
462.07,O,I]
462.123,O,I]
462.140,C,II
462.155,C,II
462.155,C,II
462.19,O,IV]
462.19,O,IV]
462.216,C,IV
462.216,C,IV
462.25434,O,II
462.2864,[C,I]
462.34287,O,II
462.40,O,I]
462.441,O,I
462.441,O,I
462.4419,C,II]
462.442,O,I
462.442,O,I
462.442,O,I
462.442,O,I]
462.48,O,I]
462.51,C,II
462.51,C,II
462.516,O,I
462.516,O,I
462.516,O,I]
462.528,C,IV
462.528,C,IV
462.528,C,IV
462.552,C,III
462.552,C,III
462.552,C,III
462.552,C,III
462.552,C,III
462.552,C,III
462.552,C,III
462.616,O,IV]
462.62,C,II
462.6605,C,II]
462.67,C,III
462.6935,C,II]
462.8642,[C,I]
462.8798,C,II
462.88,O,III]
462.8901,C,II]
462.91,O,I]
462.922,O,I]
462.946,C,III
462.946,C,III
462.946,C,III
462.946,C,III
462.946,C,III
462.946,C,III
462.946,C,III
462.957,O,I
462.98,O,I]
463.009,C,I
463.02,O,V
463.080,O,I
463.080,O,I
463.09,O,IV]
463.09,O,IV]
463.091,O,I]
463.1266,C,II]
463.150,O,I
463.150,O,I
463.150,O,I
463.1662,C,II]
463.19,O,I]
463.2070,O,III
463.2486,O,II
463.319,O,IV
463.319,O,IV
463.319,O,IV
463.34,O,I]
463.34,O,I]
463.347,O,I]
463.4058,C,II]
463.439,O,I]
463.46,O,I]
463.46,O,I]
463.471,O,I]
463.50,O,IV]
463.52,O,I]
463.52,O,III
463.52,O,I]
463.59,O,I]
463.5907,C,II]
463.623,O,I
463.63,O,I
463.63,O,I
463.67,O,III]
463.678,O,V]
463.703,O,II]
463.735,O,I]
463.759,O,II]
463.773,O,I
463.773,O,I
463.7881,C,II]
463.87,O,I]
463.8929,C,II
463.896,O,I
463.896,O,I
463.896,O,I
463.896,O,I]
464.0152,O,II]
464.01548,O,II
464.0218,C,II
464.0367,C,II
464.061,O,I
464.062,O,I
464.133,C,III
464.1332,C,II]
464.135,O,I]
464.135,O,I]
464.137,O,I
464.162,O,I
464.163,O,I
464.1655,O,II
464.192,O,IV]
464.241,O,I]
464.270,C,I
464.31101,O,II
464.31328,O,I]
464.31328,O,I]
464.31328,O,I]
464.31343,O,I]
464.31343,O,I]
464.36,O,I
464.3899,O,II]
464.394,O,I]
464.407,O,I]
464.407,O,I]
464.407,O,I]
464.407,O,I]
464.407,O,I]
464.46,O,I]
464.4712,O,II]
464.531,C,III
464.538,C,III
464.538,C,III
464.547,C,III
464.547,C,III
464.547,C,III
464.58,O,I]
464.61,O,IV]
464.61,O,IV]
464.63,O,IV]
464.63,O,IV]
464.751,C,IV
464.794,C,IV
464.794,C,IV
464.851,O,I
464.87,O,IV]
464.8720,C,III
464.900,C,IV
464.900,C,IV
464.9093,O,II
464.9104,O,II
464.985,O,I]
465.002,O,I
465.002,O,I
465.038,O,II]
465.04365,O,II
465.06,O,III]
465.11,O,I
465.126,O,I
465.126,O,I
465.1275,O,III
465.1548,C,III
465.16,O,IV]
465.16,O,IV
465.21406,O,II
465.2318,C,III
465.2628,O,II
465.2628,O,II
465.2775,C,III
465.304,O,I]
465.304,O,I]
465.304,O,I]
465.3351,C,III
465.371,O,I]
465.371,O,I]
465.371,O,I]
465.3862,C,II
465.4098,C,II]
465.415,O,I]
465.415,O,I]
465.415,O,I]
465.434,O,I]
465.4408,C,II]
465.494,O,I]
465.494,O,I]
465.50,O,IV]
465.51,C,II
465.51,C,II
465.5162,O,II]
465.54,O,III
465.541,O,IV
465.54204,O,I
465.54211,O,I
465.54224,O,I
465.58591,O,I
465.58604,O,I
465.58622,O,I
465.61,O,III]
465.66574,O,I
465.66592,O,I
465.66602,O,I
465.79,O,IV]
465.854,C,I
465.886,C,IV
465.886,C,IV
465.886,C,IV
465.94,O,I]
465.95,C,IV
465.95,C,IV
465.95,C,IV
465.977,O,VIII
466.0335,O,II
466.0362,C,III
466.04,C,IV
466.04,C,IV
466.04,C,IV
466.05,O,I]
466.100,O,I
466.100,O,I
466.100,O,I
466.1196,O,II
466.12,O,I]
466.155,O,I
466.155,O,I
466.155,O,I
466.155,O,I
466.155,O,I
466.18,O,I]
466.200,O,I]
466.261,O,I
466.261,O,I
466.261,O,I
466.261,O,I
466.261,O,I
466.2809,C,II
466.29,O,I]
466.29375,O,II
466.2939,C,II
466.333,O,I]
466.3862,C,II]
466.392,C,III
466.40,O,IV
466.4173,C,II]
466.46,O,IV]
466.4841,O,II]
466.4947,C,III
466.57,O,V
466.63027,O,I]
466.644,O,IV]
466.646,C,IV
466.646,C,IV
466.673,C,IV
466.67428,O,I]
466.7166,C,III
466.852,C,III
466.9001,C,II]
466.9153,C,I]
466.9160,O,II
466.9160,O,II
466.96,O,IV
467.0182,O,III
467.03,O,IV
467.055,C,II]
467.05674,O,II
467.07297,O,II
467.078,O,I]
467.080,O,I]
467.12,O,III
467.146,O,IV]
467.161,O,I]
467.161,O,I]
467.161,O,I]
467.161,O,I]
467.161,O,I]
467.18,C,III
467.18,C,III
467.18,C,III
467.205,C,I]
467.223,O,I]
467.223,O,I]
467.223,O,I
467.25,C,III
467.25,C,III
467.2581,O,II
467.2581,O,II
467.30,C,III
467.38488,O,I
467.398,O,I]
467.398,O,I]
467.398,O,I]
467.398,O,I
467.398,O,I
467.3988,O,II]
467.42903,O,I
467.4796,O,III
467.50414,O,II
467.50936,O,I
467.5261,C,III
467.647,O,I]
467.647,O,I]
467.647,O,I]
467.647,O,I
467.647,O,I
467.647,O,I
467.6676,O,II]
467.6735,O,II
467.6735,O,II
467.696,O,I]
467.713,O,I]
467.75439,O,II
467.8001,C,I]
467.833,C,I
467.849,C,IV
467.849,C,IV
467.849,C,IV
467.87,O,III]
467.872,C,I
467.919,C,IV
467.946,C,IV
467.946,C,IV
467.9733,O,II
467.988,O,I]
467.988,O,I]
467.990,O,I]
468.0029,O,II
468.021,O,I]
468.021,O,I]
468.021,O,I]
468.021,O,I]
468.021,O,I]
468.11,C,II
468.11,C,II
468.1223,O,II
468.1223,O,II
468.15,O,III]
468.167,C,IV
468.167,C,IV
468.167,C,IV
468.19026,O,II
468.19702,O,I]
468.19702,O,I]
468.19702,O,I]
468.19908,O,I]
468.19908,O,I]
468.19908,O,I]
468.20657,O,II
468.21,C,IV
468.21,C,IV
468.21,C,IV
468.215,C,IV
468.215,C,IV
468.215,C,IV
468.23,O,IV
468.23,C,IV
468.23,C,IV
468.23,C,IV
468.23,C,IV
468.23,C,IV
468.23,C,IV
468.23,C,IV
468.23,C,IV
468.23,C,IV
468.23,C,IV
468.23,C,IV
468.23,C,IV
468.23,C,IV
468.23,C,IV
468.23,C,IV
468.24,C,IV
468.24,C,IV
468.24,C,IV
468.27,O,IV]
468.298,O,I]
468.305,O,I]
468.3273,O,II
468.36376,O,I]
468.36376,O,I]
468.36376,O,I]
468.36582,O,I]
468.36582,O,I]
468.39,O,I
468.461,C,IV
468.461,C,IV
468.461,C,IV
468.50,C,IV
468.50,C,IV
468.50,C,IV
468.57,C,IV
468.57,C,IV
468.57,C,IV
468.647,O,VIII
468.647,C,IV
468.647,C,IV
468.647,C,IV
468.654,C,VI
468.67,C,IV
468.67,C,IV
468.67,C,IV
468.67,C,IV
468.67,C,IV
468.67,C,IV
468.70,O,III]
468.713,C,IV
468.713,C,IV
468.713,C,IV
468.763,O,II]
468.770,O,I]
468.770,O,I]
468.792,O,I]
468.792,O,I]
468.792,O,I]
468.8320,O,I]
468.834,O,IV
468.850,O,I]
468.850,O,I]
468.850,O,I]
468.850,O,I]
468.850,O,I]
468.96,C,IV
468.96,C,IV
468.96,C,IV
468.962,C,IV
468.962,C,IV
468.962,C,IV
469.001,O,VIII
469.04,C,IV
469.04,C,IV
469.04,C,IV
469.05,C,IV
469.05,C,IV
469.05,C,IV
469.05,C,IV
469.05,C,IV
469.05,C,IV
469.05,C,IV
469.05,C,IV
469.05,C,IV
469.05,C,IV
469.05,C,IV
469.05,C,IV
469.06,C,IV
469.06,C,IV
469.06,C,IV
469.10,C,IV
469.10,C,IV
469.10,C,IV
469.144,O,I]
469.144,O,I]
469.199,O,I]
469.199,O,I]
469.1996,C,I]
469.209,C,I]
469.2201,O,II
469.2641,C,I]
469.2701,O,I]
469.2732,O,II
469.2884,C,I]
469.3,O,VI
469.3,O,VI
469.3,O,VI
469.3,O,VI
469.3,O,VI
469.3,O,VI
469.3,O,VI
469.3,O,VI
469.3,O,VI
469.3,O,VI
469.3,O,VI
469.3,O,VI
469.3086,O,II]
469.31,O,I
469.31,O,I
469.3137,O,I]
469.3225,O,III]
469.324,O,I]
469.36,O,I]
469.36,O,I]
469.36,O,I]
469.44,C,IV
469.44,C,IV
469.55,O,I
469.577,O,I]
469.577,O,I]
469.579,O,I
469.589,O,I]
469.589,O,I]
469.59,O,I]
469.610,O,I
469.610,O,I
469.610,O,I
469.62,O,I]
469.6677,O,II
469.6699,O,II]
469.69237,O,I]
469.69237,O,I]
469.69237,O,I]
469.69445,O,I]
469.69445,O,I]
469.70,O,I]
469.71,O,I]
469.716,O,I]
469.716,O,I]
469.716,O,I]
469.718,O,I
469.718,O,I
469.736,O,I
469.736,O,I
469.736,O,I
469.736,O,I
469.736,O,I
469.7540,O,III
469.760,O,I]
469.760,O,I]
469.764,O,IV]
469.76671,O,II
469.76715,O,II
469.78,O,I]
469.809,O,I
469.809,O,I
469.809,O,I
469.809,O,I
469.809,O,I
469.82155,O,I]
469.82155,O,I]
469.82155,O,I]
469.82363,O,I
469.82363,O,I
469.82363,O,I
469.828,O,II]
469.891,O,I]
469.891,O,I]
469.916,O,III
469.94,O,III]
469.95,O,I]
469.950,O,I]
469.950,O,I]
469.950,O,I]
469.952,O,I
469.952,O,I
469.952,O,I
469.96,O,I
469.9752,O,II
469.977,O,I]
469.977,O,I]
469.977,O,I]
469.977,O,I]
469.977,O,I]
470.0326,O,II
470.05,O,I]
470.05012,O,I]
470.05335,O,II
470.07,O,I
470.10444,O,I]
470.10444,O,I]
470.10651,O,I
470.13688,O,I]
470.13688,O,I]
470.13688,O,I]
470.13896,O,I
470.13896,O,I
470.158,O,I]
470.158,O,I]
470.1756,O,II]
470.2494,O,II
470.290,C,I
470.3027,O,II
470.309,O,IV
470.309,O,IV
470.3386,O,II]
470.36,C,II
470.36,C,II
470.365,C,I
470.37,O,III]
470.439,O,I]
470.439,O,I]
470.4477,O,II
470.45830,O,I]
470.45830,O,I]
470.45830,O,I]
470.46,O,I
470.46038,O,I
470.46038,O,I
470.474,C,III
470.517,O,I
470.5408,O,II
470.5408,O,II
470.57105,O,I]
470.57105,O,I]
470.57105,O,I]
470.573,O,I
470.573,O,I
470.573,O,I
470.57313,O,I
470.57313,O,I
470.57313,O,I
470.654,O,I]
470.654,O,I]
470.66624,O,II
470.681,O,I
470.681,O,I
470.69106,O,I]
470.69106,O,I]
470.69106,O,I]
470.69314,O,I
470.69314,O,I
470.74,C,IV
470.74,C,IV
470.74,C,IV
470.865,O,I]
470.865,O,I]
470.88269,O,II
470.91389,O,II
470.9464,O,III
471.021,O,I]
471.021,O,I]
471.049,O,I]
471.049,O,I]
471.08,C,III
471.08,C,III
471.08,C,III
471.08,C,III
471.08,C,III
471.08,C,III
471.094,C,II]
471.094,C,II]
471.13,O,I]
471.13264,O,II]
471.16774,O,II]
471.17,C,III
471.18,O,I
471.201,O,I]
471.208,O,I]
471.224,O,III
471.238,O,I]
471.238,O,I]
471.238,O,I]
471.238,O,I]
471.238,O,I]
471.2506,O,II
471.255,O,I]
471.28,O,I]
471.28,O,I]
471.321,O,I]
471.328,O,I]
471.33,O,I]
471.361,O,I]
471.361,O,I]
471.361,O,I]
471.381,C,II]
471.40,O,I]
471.41,O,I]
471.41,O,I]
471.412,O,I
471.539,O,I
471.539,O,I
471.579,O,III
471.592,O,I
471.60,O,I
471.612,O,I
471.612,O,I
471.612,O,I
471.741,O,I]
471.743,C,I]
471.747,O,I
471.747,O,I
471.84,O,I]
471.861,C,II]
471.861,C,II]
471.875,O,I
471.875,O,I
471.875,O,I
471.875,O,I]
471.93130,O,II]
471.939,O,IV]
472.0207,O,II
472.0223,O,II
472.09,O,I
472.1123,O,II
472.131,O,I]
472.131,O,I]
472.168,O,III
472.27,C,II]
472.275,O,IV]
472.33,C,II
472.33,C,II
472.3563,O,II
472.3579,O,II
472.36,C,III
472.36,C,III
472.361,C,II]
472.41,O,IV]
472.4121,O,III
472.468,O,III
472.4933,C,II]
472.53,O,III]
472.5496,C,III
472.56,C,II]
472.6030,C,III
472.6166,O,II
472.6412,C,II]
472.6678,C,II
472.67,C,III
472.67,C,III
472.67,C,III
472.6769,C,III
472.7120,O,II
472.71566,O,I]
472.7565,C,II]
472.814,O,I]
472.814,O,I]
472.814,O,I]
472.814,O,I]
472.814,O,I]
472.83828,O,I]
472.8698,C,II
472.87,O,I]
472.896,O,IV]
473.00,O,I]
473.01,C,II]
473.1504,C,III
473.224,O,I
473.2245,C,III
473.302,O,I
473.337,O,I
473.338,O,I
473.3383,C,II]
473.383,O,I
473.3860,O,III
473.416,O,I
473.4290,C,II]
473.43105,O,I]
473.434,O,I
473.4535,O,II
473.4535,O,II
473.48,O,IV
473.488,O,III
473.517,C,I
473.539,O,I
473.5584,C,I
473.563,O,I
473.5775,C,II]
473.6041,C,II
473.62,O,I]
473.62,O,I]
473.62,O,I]
473.62,O,I]
473.6241,C,I
473.6405,C,VI
473.646,O,III
473.6488,C,I
473.668,O,I
473.6789,C,II
473.69,O,I]
473.7017,C,I]
473.741,C,IV
473.741,C,IV
473.762,O,I]
473.767,C,IV
473.8070,C,II
473.8391,O,II]
473.840,O,I]
473.9173,O,II
473.9173,O,II
473.92,O,III
473.92,O,III
473.92,O,I
473.9292,C,II
473.948,O,III
473.9539,C,I
473.9786,C,I
473.98550,O,I]
474.048,O,IV]
474.07,C,II
474.07,C,II
474.0988,C,III
474.11,O,I]
474.1532,O,II
474.1532,O,II
474.154,O,I
474.154,O,I
474.155,O,I
474.155,O,I
474.155,O,I
474.19,O,I]
474.233,O,I
474.233,O,I
474.30307,O,II
474.313,O,I
474.313,O,I
474.313,O,I
474.326,O,I
474.326,O,I
474.326,O,I
474.326,O,I
474.329,O,I
474.329,O,I
474.369,O,I]
474.37486,O,II]
474.3887,C,I
474.478,O,III
474.500,O,I
474.500,O,I
474.500,O,I
474.513,O,I
474.513,O,I
474.513,O,I
474.513,O,I
474.516,O,I
474.516,O,I
474.6093,C,II
474.61,O,IV]
474.61,O,IV]
474.632,O,I]
474.6467,O,I]
474.6534,O,II
474.714,O,I
474.714,O,I
474.714,O,I
474.727,O,I
474.727,O,I
474.727,O,I
474.727,O,I
474.730,O,I
474.730,O,I
474.8606,C,II
474.8670,O,III
474.895,O,I]
474.895,O,I]
474.895,O,I]
474.895,O,I]
474.895,O,I]
474.933,O,I
474.933,O,I
474.933,O,I
474.945,O,I
474.945,O,I
474.945,O,I
474.945,O,I
474.949,O,I
474.949,O,I
474.975,O,III
474.991,O,III
475.00,O,III
475.00,O,III
475.00,O,III
475.014,O,IV]
475.0601,C,I]
475.0957,O,I]
475.1237,O,II
475.129,O,IV
475.1404,O,I]
475.214,C,I]
475.219,O,I
475.219,O,I
475.219,O,I
475.232,O,I
475.232,O,I
475.232,O,I
475.232,O,I
475.236,O,I
475.236,O,I
475.26069,O,II]
475.2610,C,II]
475.28924,O,I]
475.336,O,III
475.356,O,I]
475.356,O,I]
475.40199,O,II]
475.429,O,II
475.43772,O,II]
475.44,O,IV]
475.476,C,I]
475.493,O,I
475.493,O,I
475.493,O,I
475.505,O,I
475.505,O,I
475.505,O,I
475.505,O,I
475.509,O,I
475.509,O,I
475.60,C,II
475.60,C,II
475.691,C,I]
475.70499,O,I]
475.70523,O,I]
475.70544,O,I]
475.803,O,I
475.803,O,I
475.803,O,I
475.815,O,I
475.815,O,I
475.815,O,I
475.815,O,I
475.819,O,I
475.819,O,I
475.83,O,IV]
475.8375,O,III]
475.87703,O,II]
475.91537,O,I]
475.91537,O,I]
475.91537,O,I]
475.956,C,I]
475.96,O,I]
475.96,O,I]
475.969,C,I]
476.0261,C,II]
476.04,O,I]
476.0452,O,II]
476.0674,O,II]
476.1841,O,II
476.204,O,I
476.204,O,I
476.204,O,I
476.216,O,I
476.216,O,I
476.216,O,I
476.216,O,I
476.220,O,I
476.220,O,I
476.232,C,I]
476.251,C,I]
476.2991,C,II]
476.3082,O,III
476.3645,C,I
476.3865,C,I
476.412,O,I
476.448,C,I]
476.490,O,I
476.524,O,II
476.5256,O,II
476.5256,O,II
476.60,O,III
476.60,O,III
476.6017,O,II
476.6017,O,II
476.646,O,I
476.646,O,I
476.646,O,I
476.659,O,I
476.659,O,I
476.659,O,I
476.659,O,I
476.659,C,I]
476.66,O,IV
476.663,O,I
476.663,O,I
476.677,O,I
476.677,O,I
476.6866,O,II]
476.713,C,I]
476.756,O,I
476.8006,C,I
476.8465,C,II]
476.861,O,I
476.862,O,I
476.93,O,IV
476.93,O,IV
476.96,C,II
476.96,C,II
476.967,O,IV]
476.978,C,I]
477.009,C,I]
477.0567,O,II
477.0583,O,II
477.0676,C,II]
477.129,O,I
477.129,O,I
477.1309,O,II]
477.135,O,I
477.1361,C,I
477.141,O,I
477.141,O,I
477.141,O,I
477.145,O,I
477.148,O,I
477.152,O,I
477.16708,O,I]
477.16708,O,I]
477.21310,O,I]
477.21310,O,I]
477.21310,O,I]
477.236,O,III
477.29683,O,I]
477.29683,O,I]
477.3076,C,I
477.37822,O,I
477.37831,O,I
477.37851,O,I
477.383,O,I]
477.391,C,I]
477.393,O,IV
477.419,C,I]
477.42437,O,I
477.42457,O,I
477.42482,O,I
477.433,C,I]
477.44,O,IV
477.453,O,I]
477.453,O,I]
477.453,O,I]
477.453,O,I]
477.453,O,I]
477.47,O,I
477.47,O,I
477.5,O,VI
477.5,O,VI
477.50838,O,I
477.50863,O,I
477.50881,O,I
477.5108,O,II
477.53,C,V
477.53,C,V
477.53,C,V
477.53,C,V
477.53,C,V
477.53,C,V
477.54108,O,II]
477.5485,C,II
477.7233,C,I
477.738,C,I]
477.744,O,I
477.7539,O,II]
477.755,O,III
477.757,O,I
477.760,O,I
477.762,O,I
477.762,O,I
477.775,O,I
477.775,O,I
477.775,O,I
477.779,O,I
477.792,O,II
477.8523,C,I
477.90,O,IV]
477.90,O,IV]
477.9094,O,II
477.9110,O,II
477.931,C,I]
477.944,O,I]
477.944,O,I]
477.97,O,IV
477.9765,O,III]
477.995,C,I]
478.01,O,IV]
478.023,O,I]
478.023,O,I]
478.043,O,IV
478.09,C,III
478.09,C,III
478.0905,C,I]
478.09649,O,I]
478.09678,O,I]
478.09694,O,I]
478.1118,C,II
478.14,O,I
478.17,C,II
478.17,C,II
478.195,C,I]
478.23,O,I
478.2357,C,II
478.2357,C,II
478.260,O,I]
478.260,O,I]
478.260,O,I]
478.260,O,I]
478.260,O,I]
478.2671,O,III]
478.308,O,III
478.3835,O,II
478.407,O,I
478.409,O,I
478.409,O,I
478.420,O,I
478.422,O,I
478.422,O,I
478.422,O,I
478.423,O,I
478.42424,O,I]
478.42424,O,I]
478.425,O,I
478.476,O,IV
478.479,C,I]
478.493,C,I]
478.497,O,II
478.5135,C,I
478.6058,C,I
478.617,O,III
478.6223,O,II
478.6239,O,II
478.63,O,IV
478.673,C,IV
478.694,C,I]
478.714,C,I]
478.719,C,IV
478.760,C,IV
478.787,O,III
478.8249,O,II]
478.887,C,I
478.897,O,II
479.012,C,IV
479.09,O,I
479.09,O,III
479.099,C,IV
479.11,O,IV]
479.12301,O,I]
479.1489,O,III]
479.16940,O,I]
479.193,O,I
479.1943,C,II
479.199,C,I]
479.204,C,I]
479.206,O,I
479.206,O,I
479.210,O,I
479.216,O,I
479.229,O,I
479.23,O,IV]
479.258,C,I]
479.26,C,II
479.26,C,II
479.3073,C,I
479.31,C,III
479.31,C,III
479.31,C,III
479.333,O,I
479.3423,O,II
479.3423,O,II
479.346,O,I
479.350,O,I
479.3747,C,I
479.3940,C,I]
479.395,C,I
479.3999,C,I
479.496,C,I]
479.552,O,IV
479.63,C,III
479.63,C,III
479.654,C,I
479.664,O,III
479.675,O,I]
479.7201,C,I
479.7454,C,I
479.783,O,I]
479.7866,O,II]
479.80,O,IV
479.86,O,IV
479.86,C,II
479.8771,O,II]
479.91,O,I
479.920,C,IV
479.920,C,IV
479.920,C,IV
479.962,O,II
479.962,O,II
479.962,O,IV
479.972,C,I]
479.984,C,I]
480.002,C,I]
480.002,C,I
480.1095,O,III
480.129,O,I]
480.129,O,I]
480.129,O,I]
480.138,C,II]
480.146,O,I
480.146,O,I
480.159,O,I
480.159,O,I
480.159,O,I
480.162,O,I
480.163,C,I
480.208,O,IV
480.213,O,I
480.225,O,I
480.229,O,I
480.23,C,II
480.23,C,II
480.2301,O,III]
480.23319,O,II]
480.30096,O,I
480.34759,O,I
480.38,O,IV]
480.403,C,II
480.413,C,II
480.413,C,II
480.4248,O,II]
480.43242,O,I
480.468,C,I]
480.555,O,II]
480.56,O,III]
480.628,O,IV
480.628,O,IV
480.628,O,IV
480.65,O,IV
480.687,C,I
480.7635,O,III]
480.772,C,I]
480.772,C,I
480.84,O,I
480.869,O,I]
480.869,O,I]
480.869,O,I]
480.869,O,I]
480.869,O,I]
480.958,C,I]
480.967,C,I]
481.06,O,IV
481.11,C,II
481.11,C,II
481.112,O,III
481.1125,O,III]
481.1190,O,II
481.208,O,II]
481.257,O,I
481.257,O,I
481.26,O,IV]
481.270,O,I
481.270,O,I
481.270,O,I
481.274,O,I
481.386,C,II]
481.386,C,II]
481.422,O,I
481.4266,C,I
481.435,O,I
481.438,O,I
481.450,O,IV
481.460,C,I
481.47,O,I]
481.510,O,IV]
481.55,O,I]
481.5543,O,III]
481.578,O,I
481.578,O,I
481.578,O,I
481.5838,O,III]
481.5849,O,II
481.586,C,I]
481.5865,O,II
481.592,O,I]
481.592,O,I]
481.596,O,III
481.61247,O,I]
481.622,C,II]
481.64,O,I]
481.6566,C,I]
481.6821,C,I]
481.711,O,I
481.711,O,I
481.711,O,I
481.711,O,I
481.711,O,I
481.7255,O,III]
481.72571,O,I]
481.740,C,I]
481.77,O,I]
481.78408,O,I]
481.787,O,I
481.787,O,I
481.787,O,I
481.787,O,I
481.787,O,I
481.8269,O,III]
481.85,O,I]
481.8720,C,I
481.91,C,II
481.91,C,II
481.92790,O,II]
481.99,O,IV]
482.01403,O,I]
482.0685,O,II]
482.078,C,I]
482.09046,O,I]
482.103,C,I]
482.11,C,III
482.174,O,II
482.174,O,II
482.186,C,II]
482.186,C,II]
482.22351,O,I]
482.32,C,III
482.42,O,IV
482.459,C,I
482.47,O,III
482.539,O,IV
482.56,O,IV]
482.665,O,I
482.665,O,I
482.6653,C,III]
482.67,O,III]
482.67,O,III]
482.678,O,I
482.678,O,I
482.678,O,I
482.681,O,I
482.708,C,II]
482.7539,O,III
482.780,O,III
